0	308	225	181	132
0	309	227	183	134
0	311	229	185	136
0	312	229	185	136
0	315	233	189	139
0	316	234	190	140
0	315	233	188	140
0	318	236	191	142
0	321	240	196	146
0	320	238	193	145
0	311	227	183	135
0	312	229	184	136
0	314	232	187	138
0	316	234	189	140
0	318	236	191	142
0	320	238	194	144
0	322	238	194	145
0	323	241	196	147
0	326	244	199	150
0	327	245	200	150
0	322	240	194	147
0	319	235	191	142
0	318	233	189	142
0	319	235	190	143
0	321	238	193	145
0	324	240	195	147
0	324	240	196	147
0	325	242	196	148
0	324	241	195	148
0	324	242	196	148
0	324	241	195	149
0	320	238	190	145
0	325	241	196	147
0	326	241	197	148
0	323	238	193	147
0	321	236	191	145
0	321	236	190	145
0	322	237	191	146
0	321	237	191	145
0	319	235	189	144
0	317	233	186	143
0	317	233	186	143
0	316	232	185	142
0	315	231	182	141
0	323	239	193	147
0	325	240	194	149
0	324	239	193	148
0	321	236	190	146
0	318	233	186	143
0	317	232	185	143
0	317	232	183	143
0	317	231	183	142
0	316	231	182	142
0	316	231	182	142
0	317	232	182	143
0	319	235	182	140
0	319	234	182	140
0	319	235	182	140
0	319	234	181	140
0	319	235	182	141
0	319	233	181	140
0	320	234	181	140
0	319	233	180	140
0	320	235	182	141
0	319	233	180	140
0	320	235	182	142
0	320	234	181	141
0	318	232	179	140
0	320	233	180	141
0	319	232	179	139
0	321	235	182	143
0	320	234	181	142
0	322	235	183	143
0	320	234	181	142
0	318	231	179	139
0	319	232	179	139
0	321	235	183	144
0	320	233	181	142
0	317	229	178	140
0	318	231	179	139
0	319	232	179	140
0	320	233	180	141
0	319	232	179	140
0	320	233	181	143
0	318	230	178	139
0	317	231	178	139
0	320	232	179	140
0	319	232	179	140
0	320	231	180	138
0	320	232	180	138
0	322	234	181	140
0	326	238	183	143
0	326	239	184	144
0	320	232	179	138
0	311	235	188	184
0	311	234	188	180
0	322	233	180	139
0	320	233	178	138
0	321	233	179	139
0	331	244	187	147
0	327	240	184	145
0	333	246	190	150
0	325	237	182	142
0	327	241	184	145
0	328	241	185	145
0	327	240	185	143
0	324	236	181	140
0	310	231	187	174
0	331	245	187	147
0	338	251	193	153
0	340	253	194	155
0	335	248	190	150
0	312	235	188	185
0	311	233	187	181
0	311	233	188	178
0	329	243	187	145
0	344	258	200	162
0	343	258	200	161
0	342	257	199	160
0	339	254	197	157
0	336	249	193	153
0	336	250	192	153
0	337	249	193	153
0	334	247	191	150
0	329	242	186	147
0	312	236	189	187
0	310	233	187	182
0	309	232	186	179
0	308	230	186	175
0	308	231	186	176
0	340	254	197	157
0	342	256	198	159
0	341	256	198	159
0	344	258	201	162
0	347	261	204	165
0	309	232	187	179
0	349	263	206	167
0	349	262	205	168
0	310	236	188	186
0	349	263	207	170
0	309	234	187	182
0	309	235	187	183
0	356	270	214	178
0	353	267	210	174
0	354	269	211	174
0	354	267	210	173
0	349	264	206	168
0	347	260	203	166
0	349	262	205	167
0	351	264	208	168
0	309	233	187	178
0	309	234	187	180
0	309	235	188	182
0	310	237	189	185
0	309	233	188	176
0	309	234	187	180
0	309	234	187	180
0	309	233	187	177
0	309	235	188	183
0	312	238	191	187
0	309	235	188	182
0	310	236	189	183
0	308	233	187	177
0	312	237	191	187
0	308	234	187	180
0	309	225	177	133
0	309	225	177	132
0	309	224	177	132
0	306	222	177	131
0	311	226	179	135
0	310	226	178	134
0	310	225	177	133
0	309	225	177	133
0	304	218	173	131
0	308	224	177	132
0	308	224	177	132
0	307	223	177	131
0	303	217	172	131
0	309	222	179	134
0	312	227	180	136
0	311	227	179	134
0	310	225	178	133
0	309	225	177	133
0	308	224	176	132
0	307	223	176	132
0	306	222	176	130
0	304	221	175	130
0	304	218	173	131
0	304	218	174	131
0	307	220	177	133
0	303	217	173	130
0	311	227	179	134
0	310	226	178	134
0	310	226	178	134
0	310	225	177	133
0	309	224	176	132
0	308	223	176	131
0	307	223	176	130
0	305	222	175	129
0	306	219	176	132
0	308	220	177	133
0	308	220	177	133
0	304	218	174	131
0	301	216	173	129
0	310	225	178	133
0	309	225	177	133
0	309	225	177	133
0	309	225	177	133
0	308	224	176	132
0	307	223	176	131
0	307	222	176	130
0	305	219	175	131
0	306	219	175	132
0	306	218	175	132
0	302	216	172	129
0	303	217	173	129
0	304	218	174	130
0	308	224	177	131
0	308	224	177	132
0	309	224	177	132
0	309	225	176	132
0	309	225	176	132
0	309	225	177	133
0	306	222	176	129
0	305	222	176	129
0	305	219	175	131
0	300	216	173	129
0	304	219	174	130
0	304	218	174	129
0	304	217	173	129
0	303	216	172	128
0	301	216	172	129
0	299	215	173	129
0	301	216	173	128
0	309	225	177	133
0	309	225	176	132
0	309	225	176	132
0	309	224	176	132
0	307	223	175	131
0	307	223	175	130
0	306	223	176	130
0	306	222	176	130
0	305	220	175	131
0	304	219	175	131
0	304	218	174	129
0	301	215	173	128
0	300	215	173	128
0	304	216	174	129
0	303	216	173	128
0	303	216	174	128
0	304	219	175	129
0	302	215	173	127
0	305	220	175	130
0	306	222	176	130
0	306	223	175	130
0	307	223	175	130
0	308	223	175	131
0	308	224	176	131
0	308	225	177	132
0	309	225	177	132
0	308	225	177	133
0	301	215	173	127
0	300	215	173	128
0	304	219	175	129
0	303	216	173	128
0	299	215	173	128
0	309	225	177	133
0	308	225	177	132
0	308	224	176	131
0	308	223	176	131
0	307	223	175	130
0	306	223	175	130
0	306	223	175	130
0	306	223	178	131
0	304	219	175	129
0	304	218	175	129
0	303	216	173	128
0	303	216	173	128
0	302	215	173	127
0	301	215	173	127
0	300	216	174	128
0	307	224	178	131
0	309	226	177	133
0	309	226	178	133
0	308	225	177	132
0	308	224	177	131
0	307	224	176	131
0	307	224	177	131
0	300	215	174	127
0	300	216	174	128
0	302	216	174	128
0	302	216	174	128
0	303	216	173	128
0	303	216	173	128
0	304	217	174	129
0	304	218	174	130
0	309	225	177	132
0	304	217	174	129
0	304	216	174	129
0	303	216	173	128
0	302	216	173	128
0	302	216	173	127
0	300	215	174	127
0	301	216	174	127
0	303	216	174	128
0	303	216	174	128
0	303	216	173	128
0	303	216	173	128
0	298	217	174	118
0	301	218	175	118
0	303	221	178	119
0	303	221	177	118
0	301	218	175	118
0	299	218	174	118
0	303	222	177	120
0	303	221	177	118
0	302	219	176	117
0	302	219	175	118
0	300	219	175	118
0	301	219	175	117
0	302	219	176	117
0	303	220	176	118
0	303	222	177	120
0	300	219	175	118
0	299	219	175	118
0	303	220	176	118
0	301	219	175	117
0	301	220	175	118
0	300	220	176	119
0	304	221	178	119
0	305	222	179	120
0	304	220	177	119
0	303	220	177	118
0	302	221	177	118
0	301	221	177	119
0	305	222	179	120
0	304	222	178	119
0	303	221	178	118
0	302	221	177	118
0	302	221	177	119
0	305	223	180	120
0	305	222	179	119
0	304	222	178	119
0	302	222	177	119
0	301	221	176	119
0	305	223	180	121
0	304	223	179	120
0	305	223	179	120
0	303	222	178	119
0	302	221	176	118
0	305	223	180	121
0	303	222	177	119
0	301	221	175	117
0	302	222	176	118
0	304	222	178	120
0	304	223	180	121
0	303	220	178	126
0	303	219	176	125
0	303	219	177	125
0	303	219	177	125
0	303	219	177	126
0	304	220	177	126
0	303	219	177	126
0	303	219	176	125
0	303	219	176	125
0	303	219	176	125
0	303	219	177	126
0	302	218	175	125
0	302	218	175	125
0	302	218	175	125
0	302	218	176	125
0	303	220	176	127
0	303	219	176	126
0	302	218	175	125
0	302	218	175	125
0	302	218	175	125
0	301	217	175	124
0	302	219	175	125
0	302	218	175	125
0	302	218	175	125
0	301	217	175	125
0	300	217	175	124
0	303	219	176	126
0	301	218	174	125
0	301	218	174	125
0	301	218	175	125
0	301	217	175	125
0	300	217	175	124
0	301	218	174	125
0	301	218	175	125
0	301	218	175	125
0	300	217	175	125
0	300	217	176	125
0	301	218	174	125
0	301	218	174	125
0	301	218	175	125
0	301	218	175	125
0	301	218	175	125
0	301	218	176	125
0	301	219	175	126
0	301	219	175	126
0	301	218	175	126
0	302	218	176	126
0	302	220	178	126
0	301	219	175	126
0	301	219	175	126
0	301	219	175	126
0	301	219	176	126
0	302	219	177	126
0	301	220	178	126
0	300	219	175	125
0	301	219	176	126
0	302	219	177	126
0	301	220	178	126
0	301	220	177	127
0	301	219	175	126
0	300	219	175	125
0	300	219	175	125
0	301	220	177	126
0	301	220	177	126
0	301	220	177	126
0	301	220	175	126
0	301	220	177	126
0	301	220	177	126
0	301	220	177	126
0	301	220	175	126
1	274	209	192	147
1	275	210	194	147
1	276	211	195	148
1	276	210	194	148
1	274	208	192	148
1	276	211	195	148
1	275	209	193	148
1	275	209	193	148
1	275	209	193	148
1	275	210	194	149
1	274	208	192	149
1	274	208	192	149
1	274	209	193	148
1	274	209	193	148
1	274	208	192	148
1	274	208	192	148
1	273	208	191	148
1	273	208	192	149
1	273	207	191	149
1	273	207	191	149
1	274	209	193	148
1	273	208	192	149
1	273	208	191	149
1	273	208	192	149
1	273	207	191	149
1	273	207	191	151
1	272	207	190	151
1	275	210	193	148
1	272	207	190	148
1	272	207	191	148
1	272	207	191	149
1	273	208	191	151
1	273	207	191	151
1	272	207	190	151
1	273	207	190	152
1	272	207	190	152
1	271	206	189	148
1	271	206	189	148
1	271	206	190	150
1	273	207	191	151
1	273	207	191	152
1	271	206	189	152
1	272	207	191	152
1	272	207	191	152
1	272	207	190	152
1	273	208	192	152
1	276	211	196	156
1	275	209	192	147
1	274	208	192	147
1	275	209	192	147
1	274	208	192	146
1	274	209	192	146
1	274	209	192	146
1	274	209	192	146
1	274	209	192	146
1	275	209	192	147
1	275	209	192	147
1	274	209	192	146
1	274	209	192	146
1	274	208	192	145
1	274	209	192	146
1	274	208	192	146
1	275	209	192	147
1	275	209	192	147
1	275	210	193	147
1	275	209	192	147
1	275	209	192	147
1	275	209	192	145
1	275	209	192	147
1	274	208	192	146
1	274	208	192	145
1	276	210	193	146
1	275	210	192	147
1	275	210	192	147
1	275	209	192	147
1	275	209	192	146
1	275	209	192	146
1	275	209	193	146
1	274	208	191	145
1	275	209	192	146
1	274	208	191	145
1	275	209	192	145
1	274	208	190	145
1	275	209	192	146
1	274	208	192	145
1	275	209	193	146
1	276	210	194	147
1	275	210	192	147
1	275	210	192	147
1	275	209	192	146
1	274	208	191	145
1	274	208	191	145
1	275	209	192	146
1	275	209	193	146
1	275	209	193	146
1	275	209	193	146
1	274	208	192	145
1	274	208	191	145
1	275	209	192	145
1	275	209	192	145
1	274	208	190	145
1	275	213	195	150
1	277	215	197	151
1	278	216	199	152
1	278	216	199	152
1	278	217	200	153
1	280	218	201	153
1	280	219	202	155
1	278	217	198	152
1	280	220	201	154
1	279	219	201	153
1	280	220	202	155
1	280	220	201	154
1	279	218	200	153
1	280	220	202	155
1	281	221	203	155
1	281	221	203	155
1	282	221	204	157
1	282	221	204	156
1	281	221	203	156
1	280	220	202	154
1	276	215	197	151
1	279	218	200	153
1	281	220	202	156
1	283	223	205	158
1	283	223	205	158
1	283	223	205	158
1	282	223	206	157
1	278	217	199	153
1	283	223	206	158
1	282	222	204	157
1	283	223	206	158
1	285	225	206	159
1	285	224	206	159
1	283	223	206	158
1	284	225	208	159
1	281	220	202	156
1	283	223	205	157
1	285	225	208	160
1	284	223	205	158
1	284	224	206	159
1	285	225	208	160
1	286	226	209	160
1	286	225	207	160
1	282	221	204	156
1	284	224	206	160
1	285	224	207	159
1	285	224	207	159
1	284	223	205	159
1	284	223	205	159
1	283	223	205	157
1	284	222	204	158
1	282	221	203	158
1	279	214	200	166
1	278	213	199	165
1	276	211	198	163
1	277	212	198	165
1	277	211	198	163
1	277	211	198	163
1	277	211	198	163
1	277	211	198	163
1	277	212	198	164
1	277	211	197	162
1	276	210	196	161
1	276	210	196	161
1	276	210	195	161
1	274	209	195	161
1	273	208	193	160
1	272	207	193	160
1	274	209	194	161
1	275	210	195	162
1	274	209	194	161
1	274	208	193	160
1	274	208	194	160
1	274	209	194	160
1	273	208	194	160
1	273	207	193	159
1	274	209	194	161
1	273	207	193	159
1	274	209	194	160
1	273	208	193	160
1	274	209	194	161
1	276	211	197	162
1	274	208	193	160
1	274	209	194	160
1	274	209	194	160
1	274	209	194	160
1	274	209	195	161
1	275	210	196	161
1	276	211	196	162
1	276	211	197	162
1	274	208	193	160
1	275	209	195	162
1	275	209	195	162
1	275	209	195	162
1	278	212	200	164
1	275	209	195	162
1	278	212	199	163
1	279	213	200	164
1	277	211	197	163
1	277	211	198	163
1	277	211	197	163
1	276	210	196	162
1	277	211	197	163
1	277	211	197	163
1	277	211	197	163
1	276	211	197	163
1	278	212	198	164
1	277	211	197	163
1	276	211	197	163
1	277	212	198	164
1	276	211	197	163
1	276	211	197	163
1	276	210	196	162
1	277	211	198	164
1	277	211	198	164
1	277	212	199	164
1	278	215	197	154
1	278	215	197	154
1	278	215	198	155
1	278	216	198	155
1	279	216	198	155
1	278	215	198	154
1	278	215	196	153
1	278	215	196	153
1	278	215	196	154
1	279	216	197	154
1	278	215	197	154
1	278	215	196	152
1	278	215	196	153
1	277	214	195	153
1	276	213	194	152
1	278	215	196	154
1	278	214	196	152
1	278	214	196	152
1	278	215	196	152
1	278	214	195	152
1	273	203	186	158
1	273	203	186	158
1	274	204	188	159
1	274	204	187	159
1	274	204	187	158
1	274	204	186	158
1	273	203	186	158
1	273	203	186	158
1	274	204	187	159
1	274	204	187	159
1	274	204	186	157
1	273	203	186	158
1	273	203	186	158
1	274	205	187	159
1	274	204	187	159
1	274	204	186	158
1	274	204	187	159
1	274	204	187	159
1	274	204	186	157
1	274	204	187	157
1	274	204	187	158
1	275	205	188	159
1	275	205	188	159
1	275	205	189	158
1	276	207	192	159
1	276	207	192	160
1	277	207	192	159
1	276	207	192	161
1	276	208	192	162
1	276	207	192	161
1	276	207	191	160
1	276	207	191	159
1	275	206	190	158
1	274	205	188	156
1	276	207	191	160
1	276	207	191	159
1	274	206	189	155
1	274	206	189	156
1	275	207	190	158
1	275	207	192	161
1	276	208	192	162
1	275	207	190	161
1	276	207	191	160
1	275	207	190	159
1	277	209	193	163
1	276	208	191	162
1	275	207	191	162
1	275	207	189	161
1	275	207	189	161
1	275	207	190	157
1	274	206	189	157
1	275	208	190	158
1	275	207	190	158
1	275	207	191	162
1	274	207	190	161
1	274	206	189	160
1	275	207	189	161
1	275	207	190	159
1	275	207	191	160
1	275	207	190	159
1	275	207	190	161
1	275	207	191	161
1	273	206	189	160
1	275	207	190	158
1	273	205	189	160
1	275	207	191	161
1	275	207	191	161
1	275	207	190	161
1	273	205	189	160
1	274	206	190	160
1	275	207	190	159
1	275	207	190	159
1	274	206	191	161
1	275	207	190	159
1	275	207	190	159
1	273	205	190	160
1	275	207	190	160
1	275	207	191	160
1	275	207	193	160
1	275	207	193	160
1	272	204	189	160
1	275	207	191	161
1	272	204	189	159
1	277	209	195	162
1	275	207	192	161
1	278	210	195	162
1	276	208	193	161
1	279	215	196	158
1	279	215	196	158
1	279	215	196	157
1	279	215	197	158
1	279	215	198	158
1	279	215	197	157
1	279	215	197	157
1	279	215	196	158
1	279	215	197	157
1	279	215	198	157
1	279	215	198	157
1	279	215	198	157
1	279	215	198	156
1	279	215	197	156
1	280	216	199	157
1	279	215	198	156
1	278	214	197	156
1	280	216	199	156
1	278	214	197	156
2	336	281	265	187
2	339	283	267	185
2	333	276	261	180
2	332	278	260	183
2	339	285	270	186
2	339	284	269	185
2	328	275	258	179
2	341	288	271	187
2	344	290	273	189
2	328	271	254	177
2	345	292	273	191
2	336	281	263	184
2	342	289	271	189
2	344	292	271	191
2	345	294	273	192
2	342	287	267	190
2	345	294	270	193
2	345	292	270	193
2	345	295	271	193
2	345	294	270	194
2	346	294	272	196
2	349	295	276	200
2	345	292	270	197
2	351	297	278	203
2	343	291	268	195
2	341	288	265	196
2	342	289	267	197
2	349	295	274	203
2	346	289	278	198
2	349	296	282	200
2	344	288	277	196
2	346	294	279	197
2	344	293	277	194
2	344	290	278	195
2	343	293	276	193
2	345	292	278	195
2	341	292	271	189
2	342	294	272	191
2	343	294	275	193
2	346	293	279	197
2	340	292	273	192
2	345	292	278	196
2	341	294	271	190
2	336	288	267	188
2	342	290	274	195
2	339	288	272	192
2	350	302	287	212
2	346	297	280	209
2	350	302	287	212
2	343	295	277	207
2	338	289	270	204
2	348	301	284	211
2	340	292	275	203
2	342	295	277	206
2	344	297	279	208
2	340	293	274	205
2	343	296	279	208
2	342	292	277	207
2	344	298	281	210
2	345	296	282	211
2	338	282	265	199
2	345	292	277	208
2	344	287	272	205
2	348	295	280	210
2	335	282	269	200
2	331	279	265	197
2	336	282	269	201
2	331	279	265	196
2	337	283	270	200
2	346	290	276	207
2	347	293	278	210
2	331	279	265	196
2	337	284	271	202
2	337	283	270	200
2	332	280	266	199
2	330	277	261	197
2	330	277	261	196
2	346	290	275	206
2	347	292	277	209
2	343	291	279	208
2	342	290	277	207
2	339	287	273	204
2	339	288	275	204
2	338	287	272	203
2	338	288	273	205
2	348	293	277	210
2	348	291	276	207
2	337	287	272	205
2	348	292	278	209
2	337	284	265	188
2	337	284	266	191
2	336	282	267	191
2	337	282	268	192
2	337	284	266	190
2	342	287	272	195
2	345	290	274	197
2	343	289	273	197
2	341	285	271	195
2	337	280	266	193
2	332	274	261	189
2	341	286	271	193
2	341	287	272	194
2	342	288	272	194
2	341	285	272	197
3	252	166	127	79
3	253	166	127	79
3	252	166	126	78
3	253	166	128	79
3	254	167	129	79
3	254	168	131	81
3	254	167	130	80
3	253	167	128	78
3	253	166	127	78
3	253	166	127	78
3	253	166	129	79
3	254	167	130	79
3	255	170	133	81
3	256	171	135	83
3	256	170	135	82
3	255	168	132	80
3	254	168	130	79
3	253	167	129	78
3	254	168	129	78
3	257	171	137	84
3	253	169	135	82
3	255	169	130	79
3	253	169	133	81
3	252	167	133	81
3	252	168	134	81
3	252	168	136	83
3	253	169	137	84
3	251	168	136	83
3	247	165	136	91
3	250	168	139	93
3	245	163	134	88
3	246	165	137	92
3	247	166	138	92
3	247	165	137	91
3	246	164	136	89
3	243	163	136	91
3	251	167	129	79
3	251	167	128	79
